_GameID,_WhiteID,_BlackID,_OpeningCode,Rated,Game Time,Extra Time,Turns,Winner,Victory Status,White Rating,Black Rating,Initial Moves,Opening Moves,Opening Name,Opening Full Name,Opening Response,Opening Variation
9979,drakon1,chiggen,B07,True,180,0,2,Black,Resign,897,1375,e4 d6,2,Pirc Defense,Pirc Defense #4,"",#4
9980,chiggen,drakon1,A00,True,180,180,3,White,Resign,1369,902,e3 d6,1,"Van't Kruijs Opening","Van't Kruijs Opening","",""
9981,drakon1,chiggen,A00,True,180,180,2,Black,Resign,908,1363,e3 d6,1,"Van't Kruijs Opening","Van't Kruijs Opening","",""
9982,chiggen,drakon1,A00,True,180,180,2,White,Resign,1356,913,e3 d6,1,"Van't Kruijs Opening","Van't Kruijs Opening","",""
9983,chiggen,drakon1,A00,True,180,0,2,White,Resign,1348,919,e3 e6,1,"Van't Kruijs Opening","Van't Kruijs Opening","",""
9984,drakon1,chiggen,A00,True,180,180,2,Black,Resign,926,1340,e3 e5,1,"Van't Kruijs Opening","Van't Kruijs Opening","",""
9985,chiggen,drakon1,B07,True,180,180,3,White,Resign,1330,934,e4 d6,2,Pirc Defense,Pirc Defense #4,"",#4
9986,drakon1,chiggen,A00,True,180,180,2,Black,Resign,943,1319,e3 c5,1,"Van't Kruijs Opening","Van't Kruijs Opening","",""
9987,chiggen,drakon1,B07,True,180,180,2,White,Resign,1306,953,e4 d6,2,Pirc Defense,Pirc Defense #4,"",#4
9988,chiggen,drakon1,B01,True,180,180,2,White,Resign,1291,965,e4 d5,2,Scandinavian Defense,Scandinavian Defense,"",""
9989,chiggen,drakon1,B01,True,180,180,2,White,Resign,1271,979,e4 d5,2,Scandinavian Defense,Scandinavian Defense,"",""
9990,drakon1,chiggen,C57,False,0,180,27,White,Resign,1500,1271,e4 e5,11,Italian Game,Italian Game: Two Knights Defense |  Fried Liver Attack,"",Two Knights Defense
9991,chiggen,drakon1,D06,False,0,180,18,Black,Resign,1271,1500,d4 Nf6,4,"Queen's Gambit","Queen's Gambit Refused: Marshall Defense",Refused,Marshall Defense
9992,dakotarain,hagitragger,C20,False,40,0,34,Black,Mate,1169,1369,e4 e5,2,"King's Pawn Game","King's Pawn Game","",""
9993,boord,dakotarain,C42,True,20,0,9,White,Mate,1393,1195,e4 e5,6,Russian Game,Russian Game: Damiano Variation,"",Damiano Variation
9994,boord,dakotarain,B01,True,20,0,43,White,Resign,1387,1228,e4 d5,2,Scandinavian Defense,Scandinavian Defense,"",""
9995,dakotarain,lile,C20,True,60,5,43,Draw,Draw,1195,1386,e4 e5,2,"King's Pawn Game","King's Pawn Game","",""
9996,dakotarain,hagitragger,C21,False,40,0,63,White,Mate,1195,1369,e4 e5,5,Danish Gambit,Danish Gambit,"",""
9997,dakotarain,hagitragger,C21,False,40,0,95,White,Mate,1195,1369,e4 e5,3,Center Game,Center Game #2,"",#2
9998,dakotarain,flashharry,B02,False,5,8,76,Black,Resign,1195,1247,e4 Nf6,6,Alekhine Defense,Alekhine Defense: The Squirrel,"",The Squirrel
9999,leenaa,dakotarain,C41,True,20,0,40,Black,Resign,1369,1062,e4 e5,4,Philidor Defense,Philidor Defense #2,"",#2
10000,dakotarain,lile,C40,True,60,5,44,Black,Resign,1185,1288,e4 e5,4,"King's Pawn Game","King's Pawn Game: Damiano Defense","",Damiano Defense
10001,lile,dakotarain,C40,True,60,5,55,Draw,Draw,1291,1117,e4 e5,4,Elephant Gambit,Elephant Gambit,"",""
10002,julia_tatar,dakotarain,C21,False,30,0,44,Black,Out of Time,1152,1117,e4 e5,3,Center Game,Center Game #2,"",#2
10003,mpumprla,kamilahhuds,B06,True,12,2,108,Black,Resign,1121,1458,e4 g6,2,Modern Defense,Modern Defense,"",""
10004,efiop,kamilahhuds,C20,True,10,2,56,Black,Mate,1580,1402,e4 e5,3,"King's Pawn Game","King's Pawn Game: Napoleon Attack","",Napoleon Attack
10005,kamilahhuds,charles8,C20,False,8,5,7,White,Resign,1023,879,e4 e5,3,English Opening,English Opening: The Whale,"",The Whale
10006,kamilahhuds,mrcesarchess,B07,True,15,12,51,White,Mate,1354,1389,e4 d6,2,Pirc Defense,Pirc Defense #4,"",#4
10007,kamilahhuds,joelthelion,C20,True,6,8,56,Black,Resign,1404,1407,e4 e5,3,English Opening,English Opening: The Whale,"",The Whale
10008,yurij_shuvalov,kamilahhuds,D10,True,10,2,103,White,Mate,1668,1427,d4 d5,4,Slav Defense,Slav Defense,"",""
10009,kamilahhuds,beginner83,B00,True,8,5,59,White,Mate,1337,1484,e4 a6,2,St. George Defense,St. George Defense,"",""
10010,kamilahhuds,marcton999,C20,True,5,5,30,Black,Resign,1411,1262,e4 e5,3,English Opening,English Opening: The Whale,"",The Whale
10011,kamilahhuds,sainthubert,C20,True,10,10,69,White,Resign,1218,1452,e4 e5,3,English Opening,English Opening: The Whale,"",The Whale
10012,atoc,kamilahhuds,A85,True,10,10,61,White,Resign,1946,1221,d4 f5,5,Dutch Defense,"Dutch Defense: Queen's Knight Variation","","Queen's Knight Variation"
10013,nagibator,kamilahhuds,C41,True,18,8,37,White,Mate,1073,1371,e4 e5,5,Philidor Defense,Philidor Defense #3,"",#3
10014,kamilahhuds,m_albert137,C20,True,10,10,27,White,Resign,1208,1445,e4 e5,3,English Opening,English Opening: The Whale,"",The Whale
10015,m_albert137,kamilahhuds,C41,True,10,10,61,White,Mate,1439,1282,e4 e5,4,Philidor Defense,Philidor Defense #2,"",#2
10016,kamilahhuds,noushzad,C02,True,15,8,41,Black,Resign,1500,1422,e4 e6,5,French Defense,French Defense: Advance Variation #3,"",Advance Variation #3
10017,dajazzyman,kamilahhuds,B20,False,5,8,119,White,Mate,1146,1200,e4 c5,3,Sicilian Defense,Sicilian Defense: Mengarini Variation,"",Mengarini Variation
10018,darkophis,shoshonte,D26,True,20,0,31,White,Resign,1992,1816,d4 d5,12,"Queen's Gambit","Queen's Gambit Accepted: Classical Defense |  Steinitz Variation |  Exchange Variation",Accepted,Classical Defense
10019,shady_yacoub,shoshonte,B23,True,5,10,60,Black,Mate,1628,1810,e4 c5,4,Sicilian Defense,Sicilian Defense: Closed,"",Closed
10020,lebeast101,shoshonte,C09,False,4,6,89,White,Resign,2102,1810,e4 e6,10,French Defense,French Defense: Tarrasch Variation |  Open System |  Main Line,"",Tarrasch Variation
10021,shoshonte,lebeast101,D03,False,4,6,66,Black,Resign,1810,2102,d4 d5,5,"Queen's Pawn Game","Queen's Pawn Game: Torre Attack","",Torre Attack
10022,octocent,shoshonte,A40,True,5,8,64,Black,Resign,1537,1805,d4 e6,2,Horwitz Defense,Horwitz Defense,"",""
10023,lebeast101,shoshonte,C10,False,5,5,77,White,Resign,2101,1805,e4 e6,13,French Defense,French Defense: Rubinstein Variation |  Kasparov Attack,"",Rubinstein Variation
10024,lebeast101,shoshonte,B90,False,5,5,49,White,Resign,2101,1805,e4 c5,10,Sicilian Defense,Sicilian Defense: Najdorf Variation,"",Najdorf Variation
10025,lebeast101,shoshonte,C08,False,5,5,71,White,Resign,2101,1805,e4 e6,8,French Defense,French Defense: Tarrasch |  Open |  4.exd5 exd5,"",Tarrasch
10026,shoshonte,lebeast101,D05,True,8,2,49,White,Resign,1784,2121,d4 d5,9,Colle System,Colle System: Traditional Colle,"",Traditional Colle
10027,throwaway1234567,shoshonte,B22,True,10,15,78,Black,Mate,1799,1771,e4 c5,3,Sicilian Defense,Sicilian Defense: Alapin Variation,"",Alapin Variation
10028,lola_46,shoshonte,C02,True,5,5,35,White,Resign,1845,1781,d4 e6,11,French Defense,French Defense: Advance Variation |  Main Line,"",Advance Variation
10029,shoshonte,rafael43,D02,True,7,3,102,Black,Mate,1800,1565,d4 d5,4,"Queen's Pawn Game","Queen's Pawn Game: Anti-Torre","",Anti-Torre
10030,yoloman,astronautearl101,A40,False,180,45,38,White,Resign,1500,1133,d4 Nc6,2,Mikenas Defense,Mikenas Defense,"",""
10031,-mati-,astronautearl101,B00,True,5,8,3,White,Resign,1252,1168,e4 f6,2,Barnes Defense,Barnes Defense,"",""
10032,allende,astronautearl101,B00,False,1,45,65,White,Mate,1392,1168,e4 g5,2,Borg Defense,Borg Defense,"",""
10033,astronautearl101,revolverocelot,A00,True,10,45,30,Black,Mate,1213,1392,e3 e5,1,"Van't Kruijs Opening","Van't Kruijs Opening","",""
10034,prochesstination,astronautearl101,A01,True,10,2,85,White,Resign,1559,1230,b3 Nh6,1,Nimzo-Larsen Attack,Nimzo-Larsen Attack,"",""
10035,astronautearl101,prochesstination,A00,True,10,2,12,Black,Mate,1250,1556,Nc3 a6,1,Van Geet Opening,Van Geet Opening,"",""
10036,prochesstination,astronautearl101,A45,True,10,2,19,White,Mate,1552,1275,d4 Nf6,2,Indian Game,Indian Game,"",""
10037,kasa,astronautearl101,B07,True,25,10,37,White,Mate,1598,1301,e4 d6,3,Pirc Defense,Pirc Defense #5,"",#5
10038,iggy,astronautearl101,A00,False,180,180,83,White,Resign,1500,1301,d3 d6,1,Mieses Opening,Mieses Opening,"",""
10039,labarreraman,astronautearl101,A00,True,10,4,11,White,Mate,1403,1393,d3 f5,1,Mieses Opening,Mieses Opening,"",""
10040,astronautearl101,cutthecrete,B20,True,5,8,31,Draw,Draw,1399,1381,e4 c5,2,Sicilian Defense,Sicilian Defense,"",""
10041,neilswarner,astronautearl101,A45,True,15,0,11,White,Mate,1693,1500,d4 Nf6,3,Indian Game,Indian Game: Pawn Push Variation,"",Pawn Push Variation
10042,frogprince,hishamtheman,B01,True,5,8,37,White,Out of Time,1255,1142,e4 d5,2,Scandinavian Defense,Scandinavian Defense,"",""
10043,howichok,hishamtheman,D00,True,10,0,29,White,Resign,1475,1147,d4 d5,2,"Queen's Pawn Game","Queen's Pawn Game","",""
10044,afify1976,hishamtheman,D00,True,20,8,57,White,Resign,1394,1152,d4 d5,3,"Queen's Pawn Game","Queen's Pawn Game #2","",#2
10045,hishamtheman,peerlesspenguin,B01,True,15,3,31,Black,Resign,1172,1075,e4 d5,2,Scandinavian Defense,Scandinavian Defense,"",""
10046,orange19,hishamtheman,D00,True,8,0,44,Black,Resign,1196,1172,d4 d5,2,"Queen's Pawn Game","Queen's Pawn Game","",""
10047,bolillon,hishamtheman,D20,True,5,5,94,Black,Mate,1336,1058,d4 d5,5,"Queen's Gambit","Queen's Gambit Accepted: Old Variation",Accepted,Old Variation
10048,hishamtheman,sergey23,C44,True,20,8,22,Black,Resign,1203,1215,e4 e5,6,Ponziani Opening,Ponziani Opening: Jaenisch Counterattack,"",Jaenisch Counterattack
10049,sergey23,hishamtheman,B01,True,20,8,42,Black,Mate,1227,1190,e4 d5,4,Scandinavian Defense,Scandinavian Defense: Mieses-Kotroc Variation,"",Mieses-Kotroc Variation
10050,hishamtheman,berthaolivia,B00,True,8,3,55,White,Resign,1171,1381,d4 d5,5,Nimzowitsch Defense,Nimzowitsch Defense: Scandinavian Variation |  Bogoljubov Variation,"",Scandinavian Variation
10051,anithadoha,hishamtheman,B01,True,6,4,100,Black,Mate,1378,1159,e4 d5,2,Scandinavian Defense,Scandinavian Defense,"",""
10052,hishamtheman,bashmack38,B21,True,9,1,9,White,Out of Time,1144,1226,d4 c5,3,Sicilian Defense,Sicilian Defense: Smith-Morra Gambit #2,"",Smith-Morra Gambit #2
10053,azizbayram,hishamtheman,B01,True,5,8,34,Black,Mate,1244,1141,e4 d5,2,Scandinavian Defense,Scandinavian Defense,"",""
10054,-pavel-,hishamtheman,B01,True,5,8,43,White,Mate,1383,1146,e4 d5,4,Scandinavian Defense,Scandinavian Defense: Mieses-Kotroc Variation,"",Mieses-Kotroc Variation
10055,hishamtheman,mehrdad37,C21,True,10,7,48,Black,Mate,1155,1256,e4 e5,6,Center Game,Center Game: Kieseritzky Variation #3,"",Kieseritzky Variation #3
10056,amazing-grace,chessderek,B00,True,5,17,2,Black,Resign,1305,1734,e4 b6,2,Owen Defense,Owen Defense,"",""
10057,chessderek,amazing-grace,B00,True,5,17,2,White,Resign,1730,1327,e4 b5,1,"King's Pawn","King's Pawn","",""
10058,amazing-grace,chessderek,A00,True,5,17,2,Black,Resign,1358,1726,e3 e6,1,"Van't Kruijs Opening","Van't Kruijs Opening","",""
10059,chessderek,amazing-grace,A00,True,5,17,2,White,Resign,1720,1405,e3 e6,1,"Van't Kruijs Opening","Van't Kruijs Opening","",""
10060,amazing-grace,chessderek,B00,True,5,17,2,Black,Resign,1500,1713,e4 b6,2,Owen Defense,Owen Defense,"",""
10061,julieana,stea,A01,False,5,8,10,White,Resign,1155,1203,b3 d5,2,Nimzo-Larsen Attack,Nimzo-Larsen Attack: Classical Variation,"",Classical Variation
10062,howichok,julieana,A40,True,10,0,4,White,Resign,1448,1181,d4 Nh6,1,"Queen's Pawn","Queen's Pawn","",""
10063,lish,julieana,B06,True,10,0,7,White,Out of Time,1573,1403,e4 g6,2,Modern Defense,Modern Defense,"",""
10064,kartronov,julieana,B00,True,8,10,3,White,Out of Time,1845,1441,e4 g5,2,Borg Defense,Borg Defense,"",""
10065,snowden,julieana,B00,True,9,0,15,White,Out of Time,1585,1441,e4 f6,2,Barnes Defense,Barnes Defense,"",""
10066,hector59john,julieana,B00,True,8,10,3,White,Out of Time,1842,1500,e4 f6,2,Barnes Defense,Barnes Defense,"",""
10067,julieana,lover997,A00,True,20,0,28,Black,Out of Time,1500,1212,d3 e5,2,Mieses Opening,Mieses Opening: Reversed Rat,"",Reversed Rat
10068,hersil,julieana,B00,True,6,7,5,White,Out of Time,1853,1500,e4 Nh6,2,Hippopotamus Defense,Hippopotamus Defense #2,"",#2
10069,azuaga,tisnjh,B56,False,8,0,122,Black,Resign,2005,1900,e4 c5,10,Sicilian Defense,Sicilian Defense: Classical Variation,"",Classical Variation
10070,cheesseburger,thecastle,B01,True,20,0,66,Black,Out of Time,1545,1706,e4 d5,5,Scandinavian Defense,Scandinavian Defense: Modern Variation,"",Modern Variation
10071,adrian-xt,thecastle,B56,True,10,0,91,White,Out of Time,1567,1796,e4 c5,10,Sicilian Defense,Sicilian Defense: Kupreichik Variation,"",Kupreichik Variation
10072,shash19,thecastle,B20,True,11,0,37,Black,Resign,1954,1787,e4 c5,5,Sicilian Defense,Sicilian Defense: Wing Gambit |  Marshall Variation,"",Wing Gambit
10073,thecastle,anatoliy287,D06,True,11,0,55,White,Resign,1796,1669,d4 Nf6,4,"Queen's Gambit","Queen's Gambit Refused: Marshall Defense",Refused,Marshall Defense
10074,thecastle,crons,A40,True,11,0,53,White,Mate,1774,1690,d4 e6,2,Horwitz Defense,Horwitz Defense,"",""
10075,thecastle,bolagasinovb,C60,True,10,0,75,White,Resign,1743,1738,e4 e5,6,Ruy Lopez,Ruy Lopez: Cozio Defense,"",Cozio Defense
10076,thecastle,michael_jordan,A03,True,10,0,67,White,Resign,1735,1759,f4 d5,2,Bird Opening,Bird Opening: Dutch Variation,"",Dutch Variation
10077,thecastle,gar,A01,True,9,0,65,White,Mate,1765,1654,b3 e5,5,Nimzo-Larsen Attack,Nimzo-Larsen Attack: Modern Variation #4,"",Modern Variation #4
10078,amron,thecastle,D00,True,15,15,2,Black,Out of Time,1839,1765,d4 d5,2,"Queen's Pawn Game","Queen's Pawn Game","",""
10079,thecastle,serik1,B21,True,10,0,39,White,Out of Time,1687,1763,e4 c5,3,Sicilian Defense,Sicilian Defense: Smith-Morra Gambit #2,"",Smith-Morra Gambit #2
10080,thecastle,emil1960,A00,True,9,0,87,White,Mate,1580,1716,e3 e5,1,"Van't Kruijs Opening","Van't Kruijs Opening","",""
10081,thecastle,farshid_51,A06,True,6,5,66,Black,Out of Time,1743,2134,Nf3 d5,3,Nimzowitsch-Larsen Attack,Nimzowitsch-Larsen Attack,"",""
10082,caramba,thecastle,D02,True,30,0,74,Black,Mate,1617,1500,d4 d5,5,"Queen's Pawn Game","Queen's Pawn Game: London System","",London System
10083,chess-network,dillsgambitlive,D60,False,20,20,109,White,Resign,1500,1793,d4 d5,12,"Queen's Gambit","Queen's Gambit Declined: Orthodox Defense",Declined,Orthodox Defense
10084,dillsgambitlive,oldone69,D30,False,5,5,53,White,Resign,1793,1750,d4 d5,4,"Queen's Gambit","Queen's Gambit Declined",Declined,""
10085,oldone69,dillsgambitlive,D60,False,5,5,42,Black,Resign,1750,1793,d4 d5,13,"Queen's Gambit","Queen's Gambit Declined: Orthodox Defense |  Botvinnik Variation",Declined,Orthodox Defense
10086,dillsgambitlive,magical,A50,False,10,0,31,White,Resign,1793,850,d4 Nf6,4,Slav Indian,Slav Indian,"",""
10087,dillsgambitlive,safinn,D30,False,10,0,45,White,Resign,1793,1254,d4 e6,4,"Queen's Gambit","Queen's Gambit Declined",Declined,""
10088,kholpilov,morerice,C05,True,8,0,149,White,Out of Time,2131,1924,e4 e6,9,French Defense,French Defense: Tarrasch Variation |  Pawn Center Variation,"",Tarrasch Variation
10089,morerice,zpino,C46,True,8,0,120,Black,Out of Time,1937,1869,e4 e5,5,Three Knights Opening,Three Knights Opening,"",""
10090,dusernameb,jrandmaster,B01,True,180,0,20,White,Resign,1276,1111,e4 d5,2,Scandinavian Defense,Scandinavian Defense,"",""
10091,schlobooo,jrandmaster,A40,True,12,0,54,Black,Mate,1144,1096,d4 e6,2,Horwitz Defense,Horwitz Defense,"",""
10092,alejol,jrandmaster,D04,False,5,8,44,Black,Resign,1091,1096,d4 d5,5,"Queen's Pawn Game","Queen's Pawn Game: Colle System","",Colle System
10093,beginner74,jrandmaster,A00,True,20,15,71,White,Mate,1072,1111,c3 e5,1,Saragossa Opening,Saragossa Opening,"",""
10094,littleguitar,jrandmaster,A40,True,11,4,31,White,Resign,1271,1119,d4 e6,2,Horwitz Defense,Horwitz Defense,"",""
10095,jrandmaster,tong1995,B01,True,14,0,52,Black,Resign,1129,1208,e4 d5,4,Scandinavian Defense,Scandinavian Defense: Mieses-Kotroc Variation,"",Mieses-Kotroc Variation
10096,giustizy,jrandmaster,A00,True,20,5,55,White,Resign,1633,1131,e3 d5,1,"Van't Kruijs Opening","Van't Kruijs Opening","",""
10097,jrandmaster,moska89,C50,False,15,15,11,Black,Resign,1131,1377,e4 e5,6,Italian Game,Italian Game: Schilling-Kostic Gambit,"",Schilling-Kostic Gambit
10098,jrandmaster,tong1995,B01,True,30,0,46,Black,Resign,1141,1230,e4 d5,3,Scandinavian Defense,Scandinavian Defense: 2.b3,"",2.b3
10099,jrandmaster,cholo19,C20,True,15,0,30,Black,Mate,1151,1248,e4 e5,3,"King's Pawn Opening","King's Pawn Opening: 2.b3","",2.b3
10100,god786,jrandmaster,A40,True,10,10,40,White,Resign,1339,1158,d4 b6,2,English Defense,English Defense #2,"",#2
10101,jonhe,jrandmaster,C41,True,5,6,11,White,Mate,1257,1169,e4 e5,5,Philidor Defense,Philidor Defense #3,"",#3
10102,tong1995,jrandmaster,A41,True,30,0,69,White,Mate,1216,1182,d4 d6,2,"Queen's Pawn","Queen's Pawn","",""
10103,jrandmaster,theadrian,C41,True,20,9,28,Black,Mate,1199,1129,e4 e5,5,Philidor Defense,Philidor Defense #3,"",#3
10104,raymondconlon,jrandmaster,A40,True,60,0,18,White,Resign,1028,1220,d4 e5,2,Englund Gambit,Englund Gambit,"",""
10105,crapbandit,jrandmaster,A40,True,5,12,33,White,Mate,1201,1236,d4 e5,2,Englund Gambit,Englund Gambit,"",""
10106,jrandmaster,dimch73,C00,True,10,5,17,White,Mate,1218,1294,e4 e6,2,French Defense,French Defense #2,"",#2
10107,jrandmaster,tong1995,B01,True,30,0,74,White,Resign,1202,1201,e4 d5,4,Scandinavian Defense,Scandinavian Defense: Mieses-Kotroc Variation,"",Mieses-Kotroc Variation
10108,scientist1989,jrandmaster,C00,True,20,10,87,White,Resign,1507,1207,e4 e6,2,French Defense,French Defense #2,"",#2
10109,howichok,jrandmaster,A45,True,10,0,61,White,Out of Time,1517,1212,d4 Nf6,3,Indian Game,Indian Game: Pawn Push Variation,"",Pawn Push Variation
10110,bet,jrandmaster,B40,True,25,9,82,Black,Mate,1438,1186,e4 c5,4,Sicilian Defense,Sicilian Defense: French Variation,"",French Variation
10111,grigoriy-66,jrandmaster,E76,True,5,10,36,Black,Mate,1698,1155,d4 Nf6,9,"King's Indian Defense","King's Indian Defense: Four Pawns Attack","",Four Pawns Attack
10112,iceking123,mangal2,A00,True,13,20,39,White,Resign,1347,1460,a4 g6,1,Ware Opening,Ware Opening,"",""
10113,iceking123,rogers10,A03,True,10,0,14,Black,Resign,1500,1549,f4 d5,2,Bird Opening,Bird Opening: Dutch Variation,"",Dutch Variation
10114,knight_knemesis,iceking123,D00,False,8,8,46,White,Resign,1500,1389,d4 d5,2,"Queen's Pawn Game","Queen's Pawn Game","",""
10115,bgd_crew,voodooo,B01,True,5,10,36,Black,Mate,1474,1331,e4 d5,2,Scandinavian Defense,Scandinavian Defense,"",""
10116,voodooo,bgd_crew,A06,True,5,10,83,White,Out of Time,1313,1491,Nf3 d5,2,Reti Opening,Reti Opening,"",""
10117,voodooo,buraczek,A04,True,10,0,23,Black,Resign,1317,1430,Nf3 f6,2,Zukertort Opening,Zukertort Opening: Arctic Defense,"",Arctic Defense
10118,chunkymonkey,voodooo,B01,True,7,8,86,Black,Mate,1232,1307,e4 d5,2,Scandinavian Defense,Scandinavian Defense,"",""
10119,voodooo,chunkymonkey,A04,True,7,8,35,White,Resign,1296,1241,Nf3 e6,2,Zukertort Opening,"Zukertort Opening: Queen's Gambit Invitation","","Queen's Gambit Invitation"
10120,athena1234,voodooo,A00,True,0,15,139,White,Resign,1370,1226,e3 Nc6,1,"Van't Kruijs Opening","Van't Kruijs Opening","",""
10121,athena1234,voodooo,B01,True,0,15,3,White,Out of Time,1325,1249,e4 d5,2,Scandinavian Defense,Scandinavian Defense,"",""
10122,danice,voodooo,B01,True,15,10,45,White,Resign,1375,1314,e4 d5,4,Scandinavian Defense,Scandinavian Defense: Mieses-Kotroc Variation,"",Mieses-Kotroc Variation
10123,lovecaissa,voodooo,A40,True,8,8,39,White,Mate,1502,1321,d4 Nc6,2,Mikenas Defense,Mikenas Defense,"",""
10124,voodooo,solomons19,A06,True,15,6,39,White,Mate,1320,1343,Nf3 d5,3,Zukertort Opening,Zukertort Opening: Reversed Mexican Defense,"",Reversed Mexican Defense
10125,f1984b,voodooo,B01,True,5,8,29,White,Out of Time,1418,1330,e4 d5,4,Scandinavian Defense,Scandinavian Defense: Mieses-Kotroc Variation,"",Mieses-Kotroc Variation
10126,voodooo,f1984b,A06,True,5,8,47,White,Mate,1311,1433,Nf3 d5,2,Reti Opening,Reti Opening,"",""
10127,portelao,voodooo,B01,True,5,6,33,White,Resign,1505,1319,e4 d5,2,Scandinavian Defense,Scandinavian Defense,"",""
10128,mount_chess,voodooo,B01,True,5,8,62,Black,Mate,1299,1304,e4 d5,2,Scandinavian Defense,Scandinavian Defense,"",""
10129,voodooo,rockeamos,A04,True,10,10,25,Black,Resign,1309,1601,Nf3 g6,2,Zukertort Opening,Zukertort Opening: Kingside Fianchetto,"",Kingside Fianchetto
10130,holish,voodooo,B01,True,5,10,52,Black,Resign,1207,1298,e4 d5,2,Scandinavian Defense,Scandinavian Defense,"",""
10131,voodooo,flettcher,A06,True,2,10,60,White,Resign,1211,1258,Nf3 d5,3,Zukertort Opening,Zukertort Opening: Reversed Mexican Defense,"",Reversed Mexican Defense
10132,flettcher,voodooo,B01,True,2,10,31,White,Mate,1242,1248,e4 d5,2,Scandinavian Defense,Scandinavian Defense,"",""
10133,voodooo,flettcher,A04,True,2,10,3,White,Resign,1202,1261,Nf3 e5,2,Zukertort Opening,Zukertort Opening: Ross Gambit,"",Ross Gambit
10134,voodooo,chunkymonkey,A04,True,7,8,23,White,Mate,1299,1169,Nf3 e5,2,Zukertort Opening,Zukertort Opening: Ross Gambit,"",Ross Gambit
10135,chunkymonkey,voodooo,B01,True,7,8,45,White,Resign,1153,1322,e4 d5,4,Scandinavian Defense,Scandinavian Defense: Mieses-Kotroc Variation,"",Mieses-Kotroc Variation
10136,urik,voodooo,B01,True,9,0,47,White,Resign,1662,1327,e4 d5,4,Scandinavian Defense,Scandinavian Defense: Mieses-Kotroc Variation,"",Mieses-Kotroc Variation
10137,chhavi,voodooo,A40,True,10,0,39,Black,Resign,1242,1313,d4 Nc6,2,Mikenas Defense,Mikenas Defense,"",""
10138,baybars,voodooo,B01,True,6,5,16,Black,Resign,1334,1294,e4 d5,2,Scandinavian Defense,Scandinavian Defense,"",""
10139,--jim--,voodooo,B01,True,15,0,78,Black,Mate,986,1289,e4 d5,2,Scandinavian Defense,Scandinavian Defense,"",""
10140,cataloniafree,voodooo,B01,True,5,10,65,White,Resign,1373,1303,e4 d5,4,Scandinavian Defense,Scandinavian Defense: Mieses-Kotroc Variation,"",Mieses-Kotroc Variation
10141,voodooo,cataloniafree,A06,True,5,10,57,White,Resign,1279,1387,Nf3 d5,3,Zukertort Opening,Zukertort Opening: Reversed Mexican Defense,"",Reversed Mexican Defense
10142,truskawka904,voodooo,B02,True,10,0,52,Black,Mate,1376,1263,e4 Nf6,2,Alekhine Defense,Alekhine Defense,"",""
10143,kawhomp,evansimone,C41,False,25,0,65,White,Out of Time,1500,1411,e4 e5,4,Philidor Defense,Philidor Defense #2,"",#2
10144,evansimone,mcervants,A00,True,30,0,50,Black,Mate,1500,1732,e3 c5,1,"Van't Kruijs Opening","Van't Kruijs Opening","",""
10145,andy_fresh,evansimone,C00,False,1,20,118,Black,Mate,1500,1500,e4 e6,3,French Defense,French Defense: Bird Invitation,"",Bird Invitation
10146,andy_fresh,evansimone,C00,False,10,0,74,Black,Mate,1500,1500,e4 e6,4,French Defense,French Defense,"",""
10147,milancuruvija,stirlits,C00,True,5,5,67,White,Resign,2182,2210,e4 e6,3,French Defense,French Defense: Normal Variation,"",Normal Variation
10148,blitzbullet,milancuruvija,B00,True,5,5,149,White,Resign,2622,2188,e4 Nc6,3,Nimzowitsch Defense,Nimzowitsch Defense |  Declined Variation,"",""
10149,stirlits,milancuruvija,B00,True,5,5,83,White,Resign,2199,2233,e4 Nc6,2,Nimzowitsch Defense,Nimzowitsch Defense,"",""
10150,milancuruvija,stirlits,C00,True,5,5,97,Draw,Draw,2239,2198,e4 e6,3,French Defense,French Defense: Normal Variation,"",Normal Variation
10151,milancuruvija,hamada13,B53,True,5,5,45,White,Resign,2184,2200,e4 c5,7,Sicilian Defense,Sicilian Defense: Modern Variations |  Tartakower,"",Modern Variations
10152,hamada13,milancuruvija,B00,True,5,5,106,White,Resign,2183,2257,e4 Nc6,5,Nimzowitsch Defense,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation,"",Kennedy Variation
10153,casper-212,invincible626,C40,True,0,40,53,White,Mate,1625,1363,Nf3 d5,4,Elephant Gambit,Elephant Gambit,"",""
10154,w-w-j-b-d,invincible626,C20,True,0,20,59,White,Mate,1587,1500,e4 e5,2,"King's Pawn Game","King's Pawn Game","",""
10155,luigui0007,plausibletheory,C00,True,10,0,68,Black,Mate,1883,2093,e4 e6,4,"Queen's Pawn Game","Queen's Pawn Game: Franco-Sicilian Defense","",Franco-Sicilian Defense
10156,plausibletheory,thiago,A00,False,10,0,75,White,Mate,2064,1947,b4 e5,4,Polish Opening,Polish Opening: Czech Defense,"",Czech Defense
10157,hamp,plausibletheory,B01,False,10,0,72,Black,Mate,1713,2054,e4 d5,2,Scandinavian Defense,Scandinavian Defense,"",""
10158,plausibletheory,hamp,D30,False,10,0,67,White,Mate,2044,1716,d4 e6,4,"Queen's Gambit","Queen's Gambit Declined",Declined,""
10159,plausibletheory,gladpie,A06,False,10,0,49,White,Resign,2004,2004,b4 d5,3,Zukertort Opening,"Zukertort Opening: Santasiere's Folly","","Santasiere's Folly"
